testing_image_path,reference_image_label,testing_image_label
../AID_test/Park/park_133.jpg,Park,Viaduct
../AID_test/Park/park_296.jpg,Park,Park
../AID_test/Park/park_293.jpg,Park,Park
../AID_test/Park/park_28.jpg,Park,Park
../AID_test/Park/park_226.jpg,Park,Commercial
../AID_test/Park/park_179.jpg,Park,Park
../AID_test/Park/park_227.jpg,Park,Park
../AID_test/Park/park_291.jpg,Park,Park
../AID_test/Park/park_30.jpg,Park,StorageTanks
../AID_test/Park/park_181.jpg,Park,Pond
../AID_test/Park/park_260.jpg,Park,Park
../AID_test/Park/park_337.jpg,Park,Park
../AID_test/Park/park_143.jpg,Park,Park
../AID_test/Park/park_153.jpg,Park,Park
../AID_test/Park/park_239.jpg,Park,Commercial
../AID_test/Park/park_276.jpg,Park,RailwayStation
../AID_test/Park/park_105.jpg,Park,Park
../AID_test/Park/park_235.jpg,Park,Park
../AID_test/Park/park_118.jpg,Park,Park
../AID_test/Park/park_42.jpg,Park,Park
../AID_test/Park/park_307.jpg,Park,Park
../AID_test/Park/park_342.jpg,Park,Park
../AID_test/Park/park_59.jpg,Park,StorageTanks
../AID_test/Park/park_345.jpg,Park,Park
../AID_test/Park/park_32.jpg,Park,StorageTanks
../AID_test/Park/park_174.jpg,Park,Park
../AID_test/Park/park_92.jpg,Park,Park
../AID_test/Park/park_251.jpg,Park,Park
../AID_test/Park/park_185.jpg,Park,Mountain
../AID_test/Park/park_268.jpg,Park,Park
../AID_test/Park/park_88.jpg,Park,Park
../AID_test/Park/park_77.jpg,Park,Commercial
../AID_test/Park/park_211.jpg,Park,Park
../AID_test/Park/park_255.jpg,Park,Commercial
../AID_test/Park/park_136.jpg,Park,Park
../AID_test/Park/park_281.jpg,Park,Park
../AID_test/Park/park_195.jpg,Park,Park
../AID_test/Park/park_241.jpg,Park,Park
../AID_test/Park/park_15.jpg,Park,Park
../AID_test/Park/park_243.jpg,Park,Park
../AID_test/Park/park_214.jpg,Park,Park
../AID_test/Park/park_106.jpg,Park,Square
../AID_test/Park/park_151.jpg,Park,Mountain
../AID_test/Park/park_83.jpg,Park,School
../AID_test/Park/park_234.jpg,Park,Park
../AID_test/Park/park_271.jpg,Park,RailwayStation
../AID_test/Park/park_215.jpg,Park,Park
../AID_test/Park/park_116.jpg,Park,Park
../AID_test/Park/park_85.jpg,Park,Commercial
../AID_test/Park/park_66.jpg,Park,Resort
../AID_test/Park/park_285.jpg,Park,Park
../AID_test/Park/park_335.jpg,Park,Park
../AID_test/Park/park_33.jpg,Park,River
../AID_test/Park/park_328.jpg,Park,Mountain
../AID_test/Park/park_299.jpg,Park,Park
../AID_test/Park/park_320.jpg,Park,School
../AID_test/Park/park_161.jpg,Park,Park
../AID_test/Park/park_7.jpg,Park,School
../AID_test/Park/park_8.jpg,Park,Resort
../AID_test/Park/park_61.jpg,Park,Park
../AID_test/Park/park_290.jpg,Park,Park
../AID_test/Park/park_184.jpg,Park,Park
../AID_test/Park/park_186.jpg,Park,Park
../AID_test/Park/park_84.jpg,Park,School
../AID_test/Park/park_93.jpg,Park,Resort
../AID_test/Park/park_224.jpg,Park,Park
../AID_test/Park/park_264.jpg,Park,Commercial
../AID_test/Park/park_31.jpg,Park,Industrial
../AID_test/Park/park_340.jpg,Park,Park
../AID_test/Park/park_240.jpg,Park,River
../AID_test/Park/park_220.jpg,Park,Park
../AID_test/Park/park_18.jpg,Park,Park
../AID_test/Park/park_139.jpg,Park,Commercial
../AID_test/Park/park_286.jpg,Park,Park
../AID_test/Park/park_194.jpg,Park,Park
../AID_test/Park/park_238.jpg,Park,Park
../AID_test/Park/park_339.jpg,Park,Park
../AID_test/Park/park_155.jpg,Park,RailwayStation
../AID_test/Park/park_5.jpg,Park,Commercial
../AID_test/Park/park_132.jpg,Park,Park
../AID_test/Park/park_209.jpg,Park,Park
../AID_test/Park/park_150.jpg,Park,Resort
../AID_test/Park/park_100.jpg,Park,River
../AID_test/Park/park_190.jpg,Park,Port
../AID_test/Park/park_242.jpg,Park,Park
../AID_test/Park/park_117.jpg,Park,Park
../AID_test/Park/park_198.jpg,Park,Commercial
../AID_test/Park/park_230.jpg,Park,Resort
../AID_test/Park/park_331.jpg,Park,RailwayStation
../AID_test/Park/park_200.jpg,Park,BareLand
../AID_test/Park/park_341.jpg,Park,Park
../AID_test/Park/park_145.jpg,Park,Park
../AID_test/Park/park_196.jpg,Park,Park
../AID_test/Park/park_51.jpg,Park,Park
../AID_test/Park/park_282.jpg,Park,Bridge
../AID_test/Park/park_137.jpg,Park,Park
../AID_test/Park/park_222.jpg,Park,Park
../AID_test/Park/park_111.jpg,Park,Park
../AID_test/Park/park_263.jpg,Park,Park
../AID_test/Park/park_213.jpg,Park,Park
../AID_test/Park/park_169.jpg,Park,Park
../AID_test/Park/park_2.jpg,Park,Port
../AID_test/Park/park_144.jpg,Park,Park
../AID_test/Park/park_63.jpg,Park,Viaduct
../AID_test/Park/park_72.jpg,Park,Resort
../AID_test/Industrial/industrial_235.jpg,Industrial,Industrial
../AID_test/Industrial/industrial_181.jpg,Industrial,Industrial
../AID_test/Industrial/industrial_388.jpg,Industrial,DenseResidential
../AID_test/Industrial/industrial_333.jpg,Industrial,Square
../AID_test/Industrial/industrial_106.jpg,Industrial,RailwayStation
../AID_test/Industrial/industrial_328.jpg,Industrial,Industrial
../AID_test/Industrial/industrial_23.jpg,Industrial,BareLand
../AID_test/Industrial/industrial_111.jpg,Industrial,Industrial
../AID_test/Industrial/industrial_63.jpg,Industrial,School
../AID_test/Industrial/industrial_381.jpg,Industrial,RailwayStation
../AID_test/Industrial/industrial_69.jpg,Industrial,Industrial
../AID_test/Industrial/industrial_320.jpg,Industrial,Industrial
../AID_test/Industrial/industrial_159.jpg,Industrial,Industrial
../AID_test/Industrial/industrial_57.jpg,Industrial,Industrial
../AID_test/Industrial/industrial_38.jpg,Industrial,Industrial
../AID_test/Industrial/industrial_271.jpg,Industrial,Parking
../AID_test/Industrial/industrial_285.jpg,Industrial,Commercial
../AID_test/Industrial/industrial_108.jpg,Industrial,MediumResidential
